t,ax,ay,az
4510.661000,0.086914,-0.030273,-0.998047
4510.672000,0.086670,-0.030518,-0.999023
4510.684000,0.089355,-0.031982,-1.007812
4510.695000,0.087646,-0.032471,-0.998535
4510.706000,0.083984,-0.031982,-0.999756
4510.718000,0.084473,-0.028564,-0.997803
4510.729000,0.086426,-0.025391,-1.001709
4510.740000,0.086426,-0.024170,-1.002441
4510.751000,0.089111,-0.031494,-0.998779
4510.763000,0.081787,-0.027588,-1.017822
4510.774000,0.088379,-0.027344,-1.013916
4510.785000,0.086426,-0.027588,-1.005615
4510.796000,0.086182,-0.029541,-1.005127
4510.808000,0.085938,-0.027100,-1.001953
4510.819000,0.080566,-0.025879,-1.007080
4510.830000,0.085693,-0.030273,-1.001709
4510.841000,0.090820,-0.031738,-1.003906
4510.853000,0.085693,-0.031250,-1.004150
4510.898000,0.089844,-0.029053,-1.004394
4510.910000,0.087402,-0.034424,-0.996094
4510.921000,0.083252,-0.028076,-0.999023
4510.932000,0.086670,-0.032471,-1.007812
4510.943000,0.085693,-0.031006,-1.005615
4510.955000,0.088135,-0.029053,-1.000977
4510.966000,0.085449,-0.030518,-1.004639
4510.977000,0.087891,-0.033447,-1.004150
4510.988000,0.084961,-0.025879,-1.005859
4511.000000,0.087646,-0.028320,-0.995850
4511.010000,0.085693,-0.028320,-1.003662
4511.021000,0.088135,-0.031250,-1.008545
4511.032000,0.088867,-0.027344,-0.996582
4511.043000,0.087891,-0.028564,-1.000244
4511.054000,0.087158,-0.029297,-1.001953
4511.065000,0.085938,-0.031494,-1.004150
4511.077000,0.085449,-0.037354,-1.000488
4511.088000,0.087646,-0.028809,-0.999268
4511.100000,0.084961,-0.028564,-1.005127
4511.111000,0.087891,-0.032227,-0.990967
4511.122000,0.081055,-0.030029,-0.999023
4511.133000,0.087158,-0.031006,-0.995850
4511.151000,0.085938,-0.030518,-1.006836
4511.162000,0.088379,-0.029297,-1.005859
4511.174000,0.088623,-0.031250,-0.997559
4511.186000,0.084473,-0.030029,-1.004150
4511.198000,0.084961,-0.029053,-1.008057
4511.209000,0.089844,-0.029785,-1.004639
4511.221000,0.088623,-0.025146,-1.002441
4511.232000,0.084229,-0.031006,-1.007324
4511.243000,0.081055,-0.025391,-1.013672
4511.254000,0.085449,-0.024902,-0.994385
4511.265000,0.083740,-0.026123,-0.998535
4511.276000,0.086670,-0.029785,-0.998779
4511.288000,0.084473,-0.029053,-1.007812
4511.299000,0.086182,-0.027832,-1.004150
4511.310000,0.087158,-0.030762,-1.002197
4511.321000,0.085693,-0.025391,-1.001221
4511.332000,0.086426,-0.031006,-0.999512
4511.343000,0.084229,-0.027588,-0.997559
4511.355000,0.085938,-0.029297,-0.998535
4511.366000,0.083252,-0.030762,-0.997803
4511.377000,0.086426,-0.026123,-1.000977
4511.388000,0.089111,-0.026123,-1.010254
4511.399000,0.088379,-0.028809,-1.003418
4511.410000,0.089600,-0.030273,-1.001465
4511.421000,0.089600,-0.030762,-0.996582
4511.432000,0.084229,-0.028076,-1.000732
4511.443000,0.088623,-0.032227,-1.001465
4511.455000,0.087158,-0.029785,-1.012451
4511.469000,0.086426,-0.027588,-1.004394
4511.481000,0.085205,-0.029297,-1.003662
4511.492000,0.088867,-0.030029,-1.001221
4511.504000,0.083008,-0.033447,-1.002441
4511.514000,0.088867,-0.032715,-1.004394
4511.525000,0.085449,-0.032471,-0.989990
