t,mx,my,mz
4574.057000,-5.250586,-12.492774,20.708790
4574.077000,-5.250586,-12.492774,20.708790
4574.097000,-6.699024,-12.854883,20.708790
4574.117000,-6.699024,-12.854883,20.708790
4574.137000,-6.699024,-12.854883,20.708790
4574.157000,-6.699024,-12.854883,20.708790
4574.177000,-6.699024,-12.854883,20.708790
4574.196000,-6.699024,-12.854883,20.708790
4574.215000,-6.699024,-12.854883,20.708790
4574.234000,-7.242188,-11.225391,19.838672
4574.253000,-7.242188,-11.225391,19.838672
4574.273000,-7.242188,-11.225391,19.838672
4574.292000,-7.242188,-11.225391,19.838672
4574.311000,-7.242188,-11.225391,19.838672
4574.331000,-7.242188,-11.225391,19.838672
4574.350000,-6.517969,-11.587501,19.142578
4574.370000,-6.517969,-11.587501,19.142578
4574.390000,-6.517969,-11.587501,19.142578
4574.410000,-6.517969,-11.587501,19.142578
4574.430000,-6.517969,-11.587501,19.142578
4574.450000,-6.517969,-11.587501,19.142578
4574.471000,-6.517969,-11.587501,19.142578
4574.491000,-9.414844,-12.311719,20.534768
4574.511000,-9.414844,-12.311719,20.534768
4574.531000,-9.414844,-12.311719,20.534768
4574.551000,-9.414844,-12.311719,20.534768
4574.571000,-9.414844,-12.311719,20.534768
4574.590000,-9.414844,-12.311719,20.534768
4574.609000,-10.320118,-11.044336,21.056838
4574.628000,-10.320118,-11.044336,21.056838
4574.647000,-10.320118,-11.044336,21.056838
4574.667000,-10.320118,-11.044336,21.056838
4574.687000,-10.320118,-11.044336,21.056838
4574.706000,-10.320118,-11.044336,21.056838
4574.725000,-10.320118,-11.044336,21.056838
4574.745000,-10.682227,-10.682227,19.316602
4574.766000,-10.682227,-10.682227,19.316602
4574.786000,-10.682227,-10.682227,19.316602
4574.806000,-10.682227,-10.682227,19.316602
4574.827000,-10.682227,-10.682227,19.316602
4574.847000,-10.682227,-10.682227,19.316602
4574.867000,-12.673829,-10.139063,21.578908
4574.887000,-12.673829,-10.139063,21.578908
4574.907000,-12.673829,-10.139063,21.578908
4574.927000,-12.673829,-10.139063,21.578908
4574.946000,-12.673829,-10.139063,21.578908
4574.966000,-12.673829,-10.139063,21.578908
4574.985000,-13.579102,-9.595899,21.056838
4575.004000,-13.579102,-9.595899,21.056838
4575.023000,-13.579102,-9.595899,21.056838
4575.042000,-13.579102,-9.595899,21.056838
4575.061000,-13.579102,-9.595899,21.056838
4575.111000,-14.122266,-7.242188,20.882812
4575.130000,-14.122266,-7.242188,20.882812
4575.149000,-14.122266,-7.242188,20.882812
4575.168000,-14.122266,-7.242188,20.882812
4575.187000,-14.122266,-7.242188,20.882812
4575.207000,-14.122266,-7.242188,20.882812
4575.226000,-14.122266,-7.242188,20.882812
4575.246000,-15.932813,-8.328516,20.534768
4575.267000,-15.932813,-8.328516,20.534768
4575.288000,-15.932813,-8.328516,20.534768
4575.309000,-15.932813,-8.328516,20.534768
4575.329000,-15.932813,-8.328516,20.534768
4575.349000,-15.932813,-8.328516,20.534768
4575.369000,-15.751759,-6.336914,20.708790
4575.389000,-15.751759,-6.336914,20.708790
4575.409000,-15.751759,-6.336914,20.708790
4575.430000,-15.751759,-6.336914,20.708790
4575.450000,-15.751759,-6.336914,20.708790
4575.470000,-15.751759,-6.336914,20.708790
4575.491000,-16.838088,-5.612696,20.708790
4575.511000,-16.838088,-5.612696,20.708790
4575.531000,-16.838088,-5.612696,20.708790
4575.550000,-16.838088,-5.612696,20.708790
4575.569000,-16.838088,-5.612696,20.708790
4575.588000,-16.838088,-5.612696,20.708790
4575.607000,-16.838088,-5.612696,20.708790
4575.627000,-18.286524,-4.888477,21.404884
4575.646000,-18.286524,-4.888477,21.404884
4575.665000,-18.286524,-4.888477,21.404884
4575.684000,-18.286524,-4.888477,21.404884
4575.704000,-18.286524,-4.888477,21.404884
4575.725000,-18.286524,-4.888477,21.404884
4575.745000,-17.562306,-4.164258,20.360742
4575.765000,-17.562306,-4.164258,20.360742
4575.785000,-17.562306,-4.164258,20.360742
4575.806000,-17.562306,-4.164258,20.360742
4575.826000,-17.562306,-4.164258,20.360742
4575.846000,-17.562306,-4.164258,20.360742
4575.866000,-17.562306,-4.164258,20.360742
4575.886000,-17.562306,-4.164258,20.360742
4575.906000,-17.562306,-4.164258,20.360742
4575.926000,-17.562306,-4.164258,20.360742
4575.946000,-17.562306,-4.164258,20.360742
4575.965000,-17.562306,-4.164258,20.360742
4575.984000,-17.562306,-4.164258,20.360742
4576.003000,-18.648634,-1.991602,19.664650
4576.022000,-18.648634,-1.991602,19.664650
4576.041000,-18.648634,-1.991602,19.664650
4576.060000,-18.648634,-1.991602,19.664650
4576.080000,-18.648634,-1.991602,19.664650
4576.100000,-18.648634,-1.991602,19.664650
4576.121000,-19.372852,-3.077930,19.664650
4576.141000,-19.372852,-3.077930,19.664650
4576.161000,-19.372852,-3.077930,19.664650
4576.182000,-19.372852,-3.077930,19.664650
4576.202000,-19.372852,-3.077930,19.664650
4576.222000,-19.372852,-3.077930,19.664650
4576.242000,-19.372852,-3.077930,19.664650
4576.263000,-19.372852,-0.905274,20.012696
4576.284000,-19.372852,-0.905274,20.012696
4576.304000,-19.372852,-0.905274,20.012696
4576.324000,-19.372852,-0.905274,20.012696
4576.344000,-19.372852,-0.905274,20.012696
4576.364000,-19.372852,-0.905274,20.012696
4576.383000,-19.191798,-0.724219,20.882812
4576.402000,-19.191798,-0.724219,20.882812
4576.421000,-19.191798,-0.724219,20.882812
4576.440000,-19.191798,-0.724219,20.882812
4576.459000,-19.191798,-0.724219,20.882812
4576.478000,-19.191798,-0.724219,20.882812
4576.498000,-19.191798,-0.724219,20.882812
4576.518000,-21.364454,-0.362109,19.490626
4576.538000,-21.364454,-0.362109,19.490626
4576.558000,-21.364454,-0.362109,19.490626
4576.579000,-21.364454,-0.362109,19.490626
